u,v,edge_osmid,highway,lanes,name,oneway,reversed,length,junction,bridge,maxspeed,ref,service,access,area,tunnel,geometry,_record_type,number_of_accident,have_accident,lanes_diff,angle,slope
6176152883,13403505978,30148986,unclassified,2.0,海庭道 Hoi Ting Road,False,True,64.20529628971741,,,,,,,,,"LINESTRING (114.1630607 22.3137717, 114.1632797 22.313231)",edge,1,True,0.0,,-7.253908179843139
6176152883,6277201785,808450800,service,,,False,False,6.882679351101653,,,,,,,,,"LINESTRING (114.1630607 22.3137717, 114.1631236 22.3137928)",edge,0,False,0.0,,1.1870625729895132
6176166200,6072915774,644821243,unclassified,2.0,巧翔街 Hau Cheung Street,False,False,6.380297770635646,,,,,,,,,"LINESTRING (114.1660266 22.3115108, 114.1660346 22.3114539)",edge,0,False,0.0,,-0.1537848397563597
6176166200,288991681,644821243,unclassified,2.0,巧翔街 Hau Cheung Street,False,True,9.896658232993992,,,,,,,,,"LINESTRING (114.1660266 22.3115108, 114.1660122 22.3115988)",edge,0,False,0.0,,0.8783000049824398
6176166201,288991681,644821243,unclassified,2.0,巧翔街 Hau Cheung Street,False,False,10.350729468192355,,,,,,,,,"LINESTRING (114.1659949 22.3116905, 114.1660122 22.3115988)",edge,0,False,0.0,,-1.120815998927357
6176166201,6039377380,644821243,unclassified,2.0,巧翔街 Hau Cheung Street,False,True,6.945395936774556,,,,,,,,,"LINESTRING (114.1659949 22.3116905, 114.1659831 22.311752)",edge,0,False,0.0,,0.7954716781070882
6176173994,13108528134,659662117,service,,,True,False,6.882029140776367,,,,,,permissive,,,"LINESTRING (114.1670052 22.3119348, 114.1670473 22.3119829)",edge,0,False,0.0,,1.083783726012422
6176173994,6357916686,832141437,primary,2.0,渡船街 Ferry Street,True,False,12.13053636009489,,,,,,,,,"LINESTRING (114.1670052 22.3119348, 114.1669982 22.3120437)",edge,943,True,0.0,,1.993551444448444
6176173995,6176173996,659662117,service,,,True,False,4.9642393978815695,,,,,,permissive,,,"LINESTRING (114.1670859 22.3120125, 114.1671325 22.3120241)",edge,0,False,0.0,,-1.6651262408206506
6176173996,6176173997,659662117,service,,,True,False,14.08536585404199,,,,,,permissive,,,"LINESTRING (114.1671325 22.3120241, 114.1672682 22.312041)",edge,0,False,0.0,,-5.556839140143961
6176173997,6176173998,659662117,service,,,True,False,3.6321416851302506,,,,,,permissive,,,"LINESTRING (114.1672682 22.312041, 114.1673035 22.3120403)",edge,0,False,0.0,,-1.5090095300485589
6176173998,6176173999,659662117,service,,,True,False,3.931325572340889,,,,,,permissive,,,"LINESTRING (114.1673035 22.3120403, 114.1673407 22.3120322)",edge,0,False,0.0,,-1.5009949361646346
6176173999,6176174000,659662117,service,,,True,False,4.220253261163206,,,,,,permissive,,,"LINESTRING (114.1673407 22.3120322, 114.1673757 22.3120124)",edge,0,False,0.0,,-0.380302806420612
6176174000,274243086,706422881,primary,4.0,渡船街 Ferry Street,True,False,24.01911984681177,,,,,,,,,"LINESTRING (114.1673757 22.3120124, 114.1673946 22.3117971)",edge,943,True,-2.0,,3.1591397589995656
6176228408,6176228409,659669039,service,,,False,False,32.275910971546004,,,,,,no,,,"LINESTRING (114.1635218 22.3114979, 114.1634395 22.3112178)",edge,0,False,0.0,,-4.871419263220595
6176228408,7500892585,718445924,service,,,False,False,5.5799662942422525,,,,,,no,,,"LINESTRING (114.1635218 22.3114979, 114.1635576 22.3114602)",edge,0,False,0.0,,-1.0367112736559223
6176228408,6746811799,718445925,service,,,False,True,25.190367629854105,,,,,,no,,,"LINESTRING (114.1635218 22.3114979, 114.1633317 22.3116407)",edge,0,False,0.0,,0.4289266462412064
6176228409,6176228410,659669039,service,,,False,False,19.320630905409597,,,,,,no,,,"LINESTRING (114.1634395 22.3112178, 114.163514 22.3110583)",edge,0,False,0.0,,1.5966563999186856
6176228409,6176228408,659669039,service,,,False,True,32.275910971546004,,,,,,no,,,"LINESTRING (114.1634395 22.3112178, 114.1635218 22.3114979)",edge,0,False,0.0,,4.871419263220595
6176228410,6176228409,659669039,service,,,False,True,19.320630905409597,,,,,,no,,,"LINESTRING (114.163514 22.3110583, 114.1634395 22.3112178)",edge,0,False,0.0,,-1.5966563999186856
6178791366,3859280541,1450850067,primary,3.0,窩打老道 Waterloo Road,True,False,12.354101880581974,,,,,,,,,"LINESTRING (114.1721209 22.3139305, 114.172052 22.3138395)",edge,3146,True,0.0,,1.979452870860883
6178791367,1151084846,102640432,primary,3.0,窩打老道 Waterloo Road,True,False,26.45619973931471,,,,,,,,,"LINESTRING (114.1720119 22.3139969, 114.1721629 22.3141895)",edge,3146,True,0.0,,2.4965621956186586
6179193221,1640472896,151226295,unclassified,1.0,福全街 Fuk Tsun Street,True,False,62.84875900081291,,,,,,,,,"LINESTRING (114.1631694 22.3220843, 114.1626981 22.322444)",edge,6,True,0.0,,2.2828915907344736
6180282431,8880065739,150771648,trunk_link,1.0,常興街 Sheung Hing Street,True,False,3.2494987133370543,,,50.0,,,,,,"LINESTRING (114.1791174 22.3174687, 114.1791145 22.3174978)",edge,11,True,0.0,,-0.1743742986660246
6180282432,8880065745,150771648,trunk_link,1.0,常興街 Sheung Hing Street,True,False,2.534927614984917,,,50.0,,,,,,"LINESTRING (114.1790802 22.3173795, 114.1790946 22.317398)",edge,11,True,0.0,,0.5568724145254363
6180282433,8880065737,150771648,trunk_link,1.0,常興街 Sheung Hing Street,True,False,2.5438822513115364,,,50.0,,,,,,"LINESTRING (114.1790799 22.317578, 114.1790677 22.3175979)",edge,11,True,0.0,,-0.4574462099783539
6180282434,6180282433,150771648,trunk_link,1.0,常興街 Sheung Hing Street,True,False,6.258310378277376,,,50.0,,,,,,"LINESTRING (114.1791054 22.3175269, 114.1790799 22.317578)",edge,11,True,0.0,,-1.0131288930697142
6180282435,8880065736,494278044,trunk_link,1.0,常興街 Sheung Hing Street,True,False,5.770084097112217,,,50.0,,,,,,"LINESTRING (114.1790361 22.3176363, 114.1789929 22.3176694)",edge,11,True,0.0,,-0.4210651874449642
6231507729,11215890064,246475312,primary,3.0,彌敦道 Nathan Road,True,False,31.926878042647644,,,,,,,,,"LINESTRING (114.1685084 22.3238266, 114.1685679 22.3235448)",edge,1192,True,0.0,,-4.288700221399536
6236308344,332242579,102149750,primary,3.0,荔枝角道 Lai Chi Kok Road,True,False,24.73939562015832,,,,,,,,,"LINESTRING (114.1674676 22.3231225, 114.1672864 22.3232688)",edge,409,True,0.0,,3.4364254929001805
6236308345,1178971339,102149746,primary,3.0,荔枝角道 Lai Chi Kok Road,True,False,3.41200119577087,,,,,,,,,"LINESTRING (114.1672314 22.323452, 114.1672571 22.3234326)",edge,409,True,-1.0,,0.263329548432112
6236308346,6370140796,102153172,primary,3.0,太子道西 Prince Edward Road West,True,False,4.966391604860123,,,,,,,,,"LINESTRING (114.1671024 22.3237288, 114.167055 22.3237203)",edge,1366,True,0.0,,-1.1152992698776516
6236308347,1178971375,1203105161,primary,3.0,荔枝角道 Lai Chi Kok Road,True,False,7.115353117459355,,,,,,,,,"LINESTRING (114.1663959 22.3241004, 114.1664491 22.3240595)",edge,409,True,0.0,,-3.7652800566802873
6236308348,6370140276,100507869,primary,3.0,太子道西 Prince Edward Road West,True,False,3.8596868102677817,,,,,,,,,"LINESTRING (114.1663852 22.3237162, 114.1664221 22.3237225)",edge,1366,True,0.0,,0.5195000632993763
6236308349,7242599264,316843244,primary,3.0,荔枝角道 Lai Chi Kok Road,True,False,8.986120539672925,,,,,,,,,"LINESTRING (114.1668803 22.3235673, 114.1668137 22.3236196)",edge,409,True,0.0,,-3.7419026553405903
6236308350,6236308351,30151046,tertiary,2.0,弼街 Bute Street,True,False,3.637431022801512,,,,,,,,,"LINESTRING (114.1674389 22.3217771, 114.1674736 22.3217834)",edge,70,True,0.0,,2.5749648420094338
6236308351,332251254,30151046,tertiary,2.0,弼街 Bute Street,True,False,10.5498777431246,,,,,,,,,"LINESTRING (114.1674736 22.3217834, 114.1675743 22.3218014)",edge,70,True,0.0,,8.011154578260651
6236308352,6236308353,150771643,secondary,3.0,上海街 Shanghai Street,True,False,4.7804087084024145,,,,,,,,,"LINESTRING (114.1675446 22.3219531, 114.1675529 22.3219108)",edge,114,True,0.0,,-1.2242975574165975
6236308353,332251254,150771643,secondary,3.0,上海街 Shanghai Street,True,False,12.36230166072803,,,,,,,,,"LINESTRING (114.1675529 22.3219108, 114.1675743 22.3218014)",edge,114,True,-1.0,,-3.532125196050373
6236308354,6236308344,102149750,primary,3.0,荔枝角道 Lai Chi Kok Road,True,False,5.568717355170041,,,,,,,,,"LINESTRING (114.1675096 22.3230909, 114.1674676 22.3231225)",edge,409,True,0.0,,1.0693555378140682
6236308355,3391013601,30658235,primary,3.0,荔枝角道 Lai Chi Kok Road,True,False,4.784698125629151,,,,,,,,,"LINESTRING (114.1684484 22.3226297, 114.168489 22.3226087)",edge,409,True,0.0,,1.498086417100715
6236308356,11027352775,30658234,primary,3.0,荔枝角道 Lai Chi Kok Road,True,False,21.117341129563883,,,,,,,,,"LINESTRING (114.1683633 22.3224881, 114.1681979 22.3226006)",edge,409,True,0.0,,-16.97237203719718
6236308357,1181846009,470156185,primary,4.0,荔枝角道 Lai Chi Kok Road,True,False,26.711868998294246,,,,,,,,,"LINESTRING (114.1650658 22.3250009, 114.1648719 22.3251607)",edge,409,True,-2.0,,8.96798789561311
6244674900,6244674903,53410825,secondary,4.0,培正道 Pui Ching Road,True,False,5.30186502618852,,,50.0,,,,,,"LINESTRING (114.1756565 22.3183902, 114.175611 22.3184126)",edge,572,True,0.0,,-1.7480681318532578
6244674901,804106917,1212570158,primary,3.0,窩打老道 Waterloo Road,True,False,14.943755662641996,,,,,,,,,"LINESTRING (114.1756299 22.318651, 114.175548 22.31854)",edge,3146,True,-1.0,,-3.852425806466182
6244674902,804106932,1212570161,primary,3.0,窩打老道 Waterloo Road,True,False,3.9010263877438542,,,,,,,,,"LINESTRING (114.1752995 22.3184311, 114.175321 22.31846)",edge,3146,True,0.0,,0.6550691679586226
6244674903,804106924,53410825,secondary,4.0,培正道 Pui Ching Road,True,False,13.532139826593053,,,50.0,,,,,,"LINESTRING (114.175611 22.3184126, 114.175495 22.31847)",edge,572,True,-1.0,,-3.534601918922821
6244674904,8258548195,150771630,secondary,2.0,培正道 Pui Ching Road,True,False,5.2470724827460895,,,50.0,,,,,,"LINESTRING (114.1756549 22.3184851, 114.1756995 22.3184622)",edge,572,True,0.0,,1.362474757312442
6244674905,12419680218,888280034,secondary,4.0,培正道 Pui Ching Road,True,False,23.715503582567553,,,50.0,,,,,,"LINESTRING (114.1769942 22.3179173, 114.1767639 22.3179272)",edge,572,True,-1.0,,6.064996838426626
6244674907,8258544413,106149886,secondary,2.0,培正道 Pui Ching Road,True,False,0.8266910069427588,,,50.0,,,,,,"LINESTRING (114.1776541 22.3178639, 114.1776615 22.317861)",edge,572,True,0.0,,-0.0702432521196935
6244674908,675264249,249537708,secondary,3.0,培正道 Pui Ching Road,True,False,9.31391633677658,,,50.0,,,,,,"LINESTRING (114.1779736 22.3176341, 114.177892 22.3176704)",edge,572,True,0.0,,3.190162487313819
6244674909,675264486,150771620,trunk_link,2.0,民豐徑 Man Fung Path,True,False,11.411771096193116,,,50.0,,,,,,"LINESTRING (114.1779885 22.3178393, 114.17793 22.3177521)",edge,1,True,0.0,,3.907366120729362
6244674910,675264499,106149993,secondary,3.0,培正道 Pui Ching Road,True,False,11.56312883460748,,,50.0,,,,,,"LINESTRING (114.1791654 22.3171588, 114.1790631 22.3172019)",edge,572,True,0.0,,-3.117188471763757
6244674911,675264211,353795901,secondary,2.0,培正道 Pui Ching Road,True,False,8.380114094953006,,,50.0,,,,,,"LINESTRING (114.1790377 22.3173095, 114.1791144 22.3172841)",edge,572,True,-1.0,,2.856850907221193
6244674912,675264211,494250552,trunk_link,1.0,常興街 Sheung Hing Street,True,False,5.929068565377296,,,50.0,,,,,,"LINESTRING (114.1791395 22.3173321, 114.1791144 22.3172841)",edge,11,True,0.0,,-1.205053342786259
6244674921,1151084790,783803781,primary,3.0,窩打老道 Waterloo Road,True,False,2.535233337205501,,,,,,,,,"LINESTRING (114.1737942 22.3163728, 114.1738083 22.3163915)",edge,3146,True,-2.0,,0.4403111118136201
6244674922,11234081811,1212555897,primary,3.0,窩打老道 Waterloo Road,True,False,5.621911268637879,,,,,,,,,"LINESTRING (114.1741423 22.3166567, 114.1741122 22.3166145)",edge,3146,True,0.0,,-4.885663596668783
6244674923,6357916727,494508016,secondary,3.0,衛理道 Wylie Road,False,False,6.128120073435713,,,,,,,,,"LINESTRING (114.1741317 22.3163182, 114.1740865 22.3163541)",edge,405,True,0.0,,-1.1486277069034834
6244674923,6836435455,494508016,secondary,3.0,衛理道 Wylie Road,False,True,7.512201809046576,,,,,,,,,"LINESTRING (114.1741317 22.3163182, 114.1741814 22.3162687)",edge,405,True,0.0,,0.9043704295990465
6244674924,13307938117,102640420,secondary,3.0,染布房街 Yim Po Fong Street,False,False,1.2211650262370095,,,,,,,,,"LINESTRING (114.1739037 22.3169261, 114.1739081 22.3169159)",edge,149,True,0.0,,-0.5435882065294718
6244674924,11234081813,102640420,secondary,3.0,染布房街 Yim Po Fong Street,False,True,25.4080274305231,,,,,,,,,"LINESTRING (114.1739037 22.3169261, 114.1738129 22.3171386)",edge,149,True,0.0,,7.449693933367867
6255571921,6255571922,668041898,service,2.0,,False,False,4.4879758998491095,,,,,,no,,,"LINESTRING (114.1624829 22.3119896, 114.1624472 22.3119664)",edge,0,False,0.0,,1.107803275117751
6255571921,4862257569,668041898,service,2.0,,False,True,7.147725908925502,,,,,,no,,,"LINESTRING (114.1624829 22.3119896, 114.1625391 22.3120274)",edge,0,False,0.0,,-1.8410124784634143
6255571922,6255571921,668041898,service,2.0,,False,True,4.4879758998491095,,,,,,no,,,"LINESTRING (114.1624472 22.3119664, 114.1624829 22.3119896)",edge,0,False,0.0,,-1.107803275117751
6255571922,339053698,801278840,primary,1.0,連翔道 Lin Cheung Road,True,False,14.072585186562655,interchange,,,,,,,,"LINESTRING (114.1624472 22.3119664, 114.1625019 22.3118504)",edge,198,True,0.0,,-0.1442478796166278
6260814403,1183208468,102454129,secondary,3.0,上海街 Shanghai Street,True,False,47.91984326638321,,,,,,,,,"LINESTRING (114.1694694 22.3126389, 114.1695472 22.312214)",edge,114,True,0.0,,-1.3199441146651605
6260814405,1636685662,150792150,residential,,真義里 Chun Yi Lane,False,False,7.763642626572763,,,,,,,,,"LINESTRING (114.1722787 22.314029, 114.1722161 22.314068)",edge,0,False,0.0,,4.434959141589063
6260814405,13306280599,150792150,residential,,真義里 Chun Yi Lane,False,True,1.3198144849146258,,,,,,,,,"LINESTRING (114.1722787 22.314029, 114.1722889 22.3140218)",edge,0,False,0.0,,-0.3613531447122918
6260814406,276372857,1452569826,primary,3.0,窩打老道 Waterloo Road,True,False,10.400715751610052,,,,,,,,,"LINESTRING (114.1690842 22.3126756, 114.1689849 22.312658)",edge,3146,True,-1.0,,-3.038497853939153
6260814407,6357916375,102454124,primary,3.0,窩打老道 Waterloo Road,True,False,30.171761391182315,,,,,,,,,"LINESTRING (114.1690648 22.31277, 114.1693532 22.3128194)",edge,3146,True,0.0,,7.73227321957041
6260814408,1151084898,101205469,primary,3.0,窩打老道 Waterloo Road,True,False,7.492632162742337,,,,,,,,,"LINESTRING (114.1684267 22.31265, 114.1684974 22.3126662)",edge,3146,True,0.0,,-3.40988936248613
6260814409,6785945397,102454131,primary,2.0,窩打老道 Waterloo Road,True,False,20.686277296505217,,,,,,,,,"LINESTRING (114.1684437 22.3125625, 114.1682457 22.31253)",edge,3146,True,0.0,,10.382229854277297
6260814410,276372857,1208439860,secondary,3.0,新填地街 Reclamation Street,True,False,7.830205400611195,,,,,,,,,"LINESTRING (114.1689978 22.3125886, 114.1689849 22.312658)",edge,54,True,-1.0,,0.6152351423505182
6260814411,276373355,99517942,tertiary,,砵蘭街 Portland Street,True,False,9.404071285747293,,,,,,,,,"LINESTRING (114.170121 22.3127698, 114.1701052 22.3128531)",edge,37,True,0.0,,-2.2786798272725215
6260817988,6052460355,643060594,service,,,False,False,2.9164093706201513,,,,,,,,,"LINESTRING (114.1652034 22.3129527, 114.1652085 22.3129269)",edge,0,False,0.0,,-0.30241142976502
6260817988,6052460354,643060594,service,,,False,True,13.99788147637804,,,,,,,,,"LINESTRING (114.1652034 22.3129527, 114.1651716 22.3130751)",edge,0,False,0.0,,1.803843293682839
6260817992,12071355355,101176344,tertiary,,廣東道 Canton Road,True,False,76.87841905669796,,,,,,,,,"LINESTRING (114.1684796 22.3127555, 114.1683349 22.3134338)",edge,494,True,0.0,,4.96267630239249
6261684980,3230277092,316844067,service,2.0,,False,False,2.907644153527203,,,,,,,,,"LINESTRING (114.1654088 22.3171267, 114.1654299 22.3171441)",edge,0,False,0.0,,1.5785089139486486
6261684980,288991218,316844067,service,2.0,,False,True,9.908499300696116,,,,,,,,,"LINESTRING (114.1654088 22.3171267, 114.165342 22.3170625)",edge,0,False,0.0,,-0.4360762663979359
6264208756,9199524771,444075814,service,,,True,False,1.834850663469931,,,,,,,,,"LINESTRING (114.1720594 22.327929, 114.1720769 22.3279322)",edge,0,False,0.0,,0.3856299388309948
6264208757,4415795362,444075813,service,,,True,False,5.091535912703214,,,,,,,,,"LINESTRING (114.1720657 22.3277423, 114.1720162 22.3277421)",edge,0,False,0.0,,-1.0195280739767654
6264275953,1956604313,101515893,tertiary_link,1.0,海庭道 Hoi Ting Road,True,False,6.629863941857434,,,,,,,,,"LINESTRING (114.1648122 22.3128437, 114.1647831 22.3127905)",edge,1,True,0.0,,-0.220968356244372
6264275955,8764628291,1482084007,tertiary,3.0,海泓道 Hoi Wang Road,True,False,9.741729113329887,,,,,,,,,"LINESTRING (114.1646666 22.3128184, 114.1646882 22.3127331)",edge,38,True,0.0,,-1.546784199319694
6264275956,13591799738,492422297,tertiary,2.0,海泓道 Hoi Wang Road,True,False,13.79643764520754,,,,,,,,,"LINESTRING (114.1645882 22.3128028, 114.1645595 22.312924)",edge,38,True,-1.0,,4.820171081036685
6264275957,5133789590,101515891,tertiary_link,1.0,海庭道 Hoi Ting Road,True,False,2.0938092168916413,,,,,,,,,"LINESTRING (114.1644504 22.3128006, 114.1644342 22.312812)",edge,1,True,0.0,,0.411520584155518
6264275958,13591799737,1482084009,unclassified,1.0,海庭道 Hoi Ting Road,True,False,11.601265007701276,,,,,,,,,"LINESTRING (114.1647494 22.3129588, 114.1646388 22.3129384)",edge,1,True,0.0,,-0.963573921730892
6264275959,1172166295,101515899,service,,,False,False,10.917994698479644,,,,,,,,,"LINESTRING (114.162408 22.3152166, 114.1623096 22.3151798)",edge,0,False,0.0,,-1.502788259329537
6264275959,1172166326,101515899,service,,,False,True,8.517057199463967,,,,,,,,,"LINESTRING (114.162408 22.3152166, 114.1624854 22.3152438)",edge,0,False,0.0,,1.5002169167716393
6264275960,5012913461,493744603,primary,2.0,渡船街 Ferry Street,True,False,6.672244383664017,,,,,,,,,"LINESTRING (114.1672867 22.3126554, 114.1673207 22.3126043)",edge,943,True,0.0,,-4.232844443289805
6266316395,6072915776,646314597,service,,,False,False,3.100626082881668,,,,,,,,,"LINESTRING (114.1660869 22.3114641, 114.1661159 22.3114717)",edge,0,False,0.0,,0.2890011644795872
6266316395,6072915774,646314597,service,,,False,True,5.498368840135372,,,,,,,,,"LINESTRING (114.1660869 22.3114641, 114.1660346 22.3114539)",edge,0,False,0.0,,-0.5630674674951209
6266316396,6039377380,26379425,unclassified,2.0,巧翔街 Hau Cheung Street,False,False,5.826166897188988,,,,,,,,,"LINESTRING (114.1659739 22.3118037, 114.1659831 22.311752)",edge,0,False,0.0,,-0.6965492427340061
6266316396,8764628282,26379425,unclassified,2.0,巧翔街 Hau Cheung Street,False,True,6.798957372267699,,,,,,,,,"LINESTRING (114.1659739 22.3118037, 114.1659651 22.3118643)",edge,0,False,0.0,,0.3596503540842319
